--------- beginning of main
08-30 09:45:07.121 16573 16618 I Unity   : [Flow:Catalog] registered id='deco_torch' (type=Decoration); total=10.
08-30 09:45:07.121 16573 16618 I Unity   : UnityEngine.DebugLogHandler:Internal_Log(LogType, LogOption, String, Object)
08-30 09:45:07.121 16573 16618 I Unity   : DeNelle.Core.Catalog.CatalogRegistry:Register(CatalogEntry)
08-30 09:45:07.121 16573 16618 I Unity   : DeNelle.Village.CatalogBootstrap:ParseAndRegister(String, String, Int32&)
08-30 09:45:07.121 16573 16618 I Unity   : DeNelle.Village.CatalogBootstrap:Register()
08-30 09:45:07.121 16573 16618 I Unity   : 
08-30 09:45:07.121 16573 16618 I Unity   : [Flow:Catalog] registered id='pet-house' (type=Resource); total=11.
08-30 09:45:07.121 16573 16618 I Unity   : UnityEngine.DebugLogHandler:Internal_Log(LogType, LogOption, String, Object)
08-30 09:45:07.121 16573 16618 I Unity   : DeNelle.Core.Catalog.CatalogRegistry:Register(CatalogEntry)
08-30 09:45:07.121 16573 16618 I Unity   : DeNelle.Village.CatalogBootstrap:ParseAndRegister(String, String, Int32&)
08-30 09:45:07.121 16573 16618 I Unity   : DeNelle.Village.CatalogBootstrap:Register()
08-30 09:45:07.121 16573 16618 I Unity   : 
08-30 09:45:07.121 16573 16618 I Unity   : [Flow:Catalog] registered id='workshop' (type=Resource); total=12.
08-30 09:45:07.121 16573 16618 I Unity   : UnityEngine.DebugLogHandler:Internal_Log(LogType, LogOption, String, Object)
08-30 09:45:07.121 16573 16618 I Unity   : DeNelle.Core.Catalog.CatalogRegistry:Register(CatalogEntry)
08-30 09:45:07.121 16573 16618 I Unity   : DeNelle.Village.CatalogBootstrap:ParseAndRegister(String, String, Int32&)
08-30 09:45:07.121 16573 16618 I Unity   : DeNelle.Village.CatalogBootstrap:Register()
08-30 09:45:07.121 16573 16618 I Unity   : 
08-30 09:45:07.122 16573 16618 I Unity   : [Flow:Catalog] registered id='market' (type=Resource); total=13.
